gene,score,rank
STRAP,1.4647678169227986e-05,91
RPN1,1.4647678169227986e-05,91
MAPK1,1.4647678169227986e-05,91
PDLIM5,1.4647678169227986e-05,91
CTNNB1,1.4647678169227986e-05,91
SFPQ,1.4647678169227986e-05,91
EIF3B,1.4647678169227986e-05,91
EIF3I,1.4647678169227986e-05,91
MAPK3,1.4647678169227986e-05,91
TECR,1.4647678169227986e-05,91
YWHAQ,1.4647678169227986e-05,91
ALDH5A1,3.6619195423069965e-06,108
OGDH,3.6619195423069965e-06,108
ACTN4,3.6619195423069965e-06,108
FLNA,3.6619195423069965e-06,108
ACTN2,3.6619195423069965e-06,108
ACTR2,3.6619195423069965e-06,108
GRB2,3.6619195423069965e-06,108
AKR1A1,3.6619195423069965e-06,108
ALDH18A1,3.6619195423069965e-06,108
ALDOA,3.6619195423069965e-06,108
ARFGEF1,3.6619195423069965e-06,108
ARFGEF2,3.6619195423069965e-06,108
ARHGDIA,3.6619195423069965e-06,108
CAP1,3.6619195423069965e-06,108
WDR1,3.6619195423069965e-06,108
TWF2,3.6619195423069965e-06,108
ATP1A3,3.6619195423069965e-06,108
SLC25A3,3.6619195423069965e-06,108
ETFA,3.6619195423069965e-06,108
RCN1,3.6619195423069965e-06,108
EIF4H,3.6619195423069965e-06,108
GSPT1,3.6619195423069965e-06,108
CAMK4,3.6619195423069965e-06,108
CYFIP1,3.6619195423069965e-06,108
KCNAB2,3.6619195423069965e-06,108
MADD,3.6619195423069965e-06,108
CAND1,3.6619195423069965e-06,108
ERGIC1,3.6619195423069965e-06,108
FAF2,3.6619195423069965e-06,108
LRRC59,3.6619195423069965e-06,108
CLIC4,3.6619195423069965e-06,108
OTUB1,3.6619195423069965e-06,108
PYGB,3.6619195423069965e-06,108
CNN3,3.6619195423069965e-06,108
CSRP1,3.6619195423069965e-06,108
CTNND1,3.6619195423069965e-06,108
FARP1,3.6619195423069965e-06,108
HNRNPD,3.6619195423069965e-06,108
DDX3X,3.6619195423069965e-06,108
PTGES3,3.6619195423069965e-06,108
EIF3D,3.6619195423069965e-06,108
EIF3C,3.6619195423069965e-06,108
EIF4A3,3.6619195423069965e-06,108
EIF5,3.6619195423069965e-06,108
MTHFD1,3.6619195423069965e-06,108
ERP29,3.6619195423069965e-06,108
ERP44,3.6619195423069965e-06,108
FGB,3.6619195423069965e-06,108
FGG,3.6619195423069965e-06,108
FKBP1A,3.6619195423069965e-06,108
GIT1,3.6619195423069965e-06,108
RGS10,3.6619195423069965e-06,108
SH3BGRL3,3.6619195423069965e-06,108
LMAN1,3.6619195423069965e-06,108
TMX1,3.6619195423069965e-06,108
MRPL15,3.6619195423069965e-06,108
MRPL37,3.6619195423069965e-06,108
MRPS31,3.6619195423069965e-06,108
MRPS9,3.6619195423069965e-06,108
PDCD5,3.6619195423069965e-06,108
PFDN2,3.6619195423069965e-06,108
PSMD13,3.6619195423069965e-06,108
RAP1A,3.6619195423069965e-06,108
RAP1B,3.6619195423069965e-06,108
RPL3,3.6619195423069965e-06,108
RPS5,3.6619195423069965e-06,108
RUVBL1,3.6619195423069965e-06,108
RUVBL2,3.6619195423069965e-06,108
STX1A,3.6619195423069965e-06,108
WBP2,3.6619195423069965e-06,108
TNC,3.6619195423069965e-06,108
VCAN,3.6619195423069965e-06,108
TOLLIP,3.6619195423069965e-06,108
TOM1,3.6619195423069965e-06,108
TUBB,3.6619195423069965e-06,108
TUBB6,3.6619195423069965e-06,108
YWHAB,3.6619195423069965e-06,108
YWHAG,3.6619195423069965e-06,108
